# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²),MaxQ (mbar)
26.207,1.354e4,1.396e4,420.003,430.983,-15.234,15.296,2527.547,3.536,2527.549,89.92,96.665,1.37,43.47,-80.509,0.018,-4.664e-7,0.676,-0.014,76.785,89.855,6.598e4,0,179.96,0.634,9.762,433.525,310.675,6.046,0,0,370.817,0.538,0.24,0.155,0.143,0.538,0.004,0.025,-3.087e-4,0,0,0,0,2.29e-5,2.103,90,-56.5,142.007,2.283e-4,297.06,1.452,3.682e7,20.32,324.293,0.05,1.069,0.047,212.071
26.257,1.356e4,1.398e4,419.242,430.226,-15.209,15.268,2532.378,3.548,2532.381,89.92,96.597,1.34,43.47,-80.509,0.006,-4.676e-7,0.711,-0.041,76.75,89.854,6.598e4,0,179.96,0.634,9.762,432.987,310.675,6.019,0,0,368.75,0.539,0.24,0.155,0.144,0.539,0.001,0.008,4.287e-4,0,0,0,0,2.545e-5,2.17,90,-56.5,141.522,2.276e-4,297.06,1.45,3.664e7,20.32,324.293,0.05,1.069,0.047,210.604
26.307,1.358e4,1.4e4,418.482,429.471,-15.182,15.24,2537.206,3.561,2537.209,89.92,96.53,1.318,43.47,-80.509,0.002,-4.681e-7,-0.704,-0.142,76.714,89.854,6.598e4,0,179.96,0.634,9.762,438.502,310.675,6.291,0,0,366.703,0.539,0.24,0.155,0.144,0.539,4.141e-4,0.002,-3.471e-4,0,0,0,0,-2.506e-5,2.27,90,-56.5,141.037,2.268e-4,297.06,1.447,3.645e7,20.32,324.293,0.05,1.07,0.046,209.147
26.357,1.36e4,1.402e4,417.724,428.717,-15.158,15.213,2542.031,3.573,2542.034,89.919,96.465,1.291,43.47,-80.508,0.012,-4.673e-7,-0.7,-0.019,76.679,89.854,6.598e4,0,179.96,0.634,9.762,435.079,310.675,6.122,0,0,364.749,0.54,0.241,0.155,0.144,0.54,0.003,0.017,1.599e-4,0,0,0,0,-2.483e-5,2.349,90,-56.5,140.59,2.261e-4,297.06,1.445,3.627e7,20.32,324.293,0.05,1.07,0.046,207.753
26.407,1.362e4,1.404e4,416.966,427.965,-15.142,15.192,2546.853,3.586,2546.855,89.919,96.402,1.227,43.47,-80.508,0.039,-4.566e-7,-0.622,-0.004,76.645,89.854,6.598e4,0,179.96,0.634,9.762,434.66,310.675,6.102,0,0,362.766,0.541,0.241,0.156,0.144,0.541,0.009,0.054,2.655e-4,0,0,0,0,-1.97e-5,2.283,90,-56.5,140.144,2.253e-4,297.06,1.442,3.609e7,20.32,324.293,0.05,1.07,0.046,206.367
26.457,1.364e4,1.406e4,416.21,427.214,-15.122,15.168,2551.672,3.598,2551.674,89.919,96.342,1.185,43.47,-80.508,0.057,-4.449e-7,-0.478,-0.002,76.618,89.854,6.598e4,0,179.96,0.634,9.762,434.667,310.675,6.102,0,0,360.8,0.541,0.241,0.156,0.145,0.541,0.013,0.077,2.89e-4,0,0,0,0,-1.167e-5,2.243,90,-56.5,139.699,2.246e-4,297.06,1.44,3.591e7,20.32,324.293,0.05,1.071,0.046,204.99
26.507,1.366e4,1.408e4,415.454,426.465,-15.096,15.141,2556.487,3.611,2556.49,89.919,96.283,1.164,43.47,-80.508,0.064,-4.387e-7,-0.304,-0.001,76.598,89.855,6.598e4,0,179.96,0.634,9.762,434.763,310.675,6.107,0,0,358.852,0.542,0.241,0.156,0.145,0.542,0.014,0.089,-4.236e-4,0,0,0,0,-4.722e-6,2.216,90,-56.5,139.254,2.239e-4,297.06,1.437,3.573e7,20.32,324.293,0.05,1.072,0.046,203.622
26.557,1.368e4,1.41e4,414.7,425.717,-15.082,15.122,2561.3,3.623,2561.302,89.919,96.227,1.094,43.47,-80.508,0.093,-4.374e-7,-0.064,-3.411e-4,76.588,89.855,6.598e4,0,179.96,0.634,9.762,434.762,310.675,6.107,0,0,356.852,0.543,0.242,0.156,0.145,0.543,0.021,0.129,-4.146e-4,0,0,0,0,-2.109e-7,1.942,90,-56.5,138.81,2.232e-4,297.06,1.435,3.555e7,20.32,324.293,0.05,1.072,0.046,202.261
26.607,1.37e4,1.412e4,413.946,424.971,-15.042,15.085,2566.11,3.636,2566.112,89.919,96.171,1.133,43.47,-80.508,0.072,-4.502e-7,0.184,-4.19e-4,76.592,89.855,6.598e4,0,179.96,0.634,9.761,435.042,310.675,6.12,0,0,354.927,0.544,0.242,0.156,0.145,0.544,0.016,0.1,-2.006e-4,0,0,0,0,1.748e-6,1.954,90,-56.5,138.367,2.225e-4,297.06,1.432,3.538e7,20.32,324.293,0.05,1.073,0.046,200.91
26.657,1.373e4,1.415e4,413.196,424.227,-14.99,15.041,2570.917,3.648,2570.92,89.919,96.112,1.227,43.47,-80.508,0.026,-4.378e-7,0.327,-0.002,76.605,89.855,6.598e4,0,179.96,0.634,9.761,435.343,310.675,6.135,0,0,353.042,0.544,0.242,0.156,0.146,0.544,0.006,0.036,4.909e-4,0,0,0,0,5.55e-6,2.089,90,-56.5,137.925,2.218e-4,297.06,1.43,3.521e7,20.32,324.293,0.05,1.073,0.046,199.566
26.707,1.375e4,1.417e4,412.447,423.483,-14.945,15.001,2575.721,3.661,2575.724,89.919,96.049,1.295,43.47,-80.508,0.01,-4.417e-7,-0.349,-0.013,76.622,89.854,6.598e4,0,179.96,0.634,9.761,436.523,310.675,6.193,0,0,351.14,0.545,0.243,0.157,0.146,0.545,0.002,0.014,-3.954e-4,0,0,0,0,-6.309e-6,2.111,90,-56.5,137.483,2.211e-4,297.06,1.427,3.503e7,20.32,324.293,0.05,1.074,0.046,198.231
26.757,1.377e4,1.419e4,411.701,422.742,-14.906,14.966,2580.522,3.673,2580.524,89.918,95.984,1.33,43.47,-80.508,0.029,-4.435e-7,-0.293,-0.005,76.639,89.854,6.598e4,0,179.96,0.634,9.761,436.15,310.675,6.175,0,0,349.22,0.546,0.243,0.157,0.146,0.546,0.007,0.041,2.782e-4,0,0,0,0,-4.465e-6,2.025,90,-56.5,137.043,2.204e-4,297.06,1.425,3.486e7,20.32,324.293,0.05,1.074,0.046,196.904
26.807,1.379e4,1.421e4,410.957,422.001,-14.864,14.929,2585.319,3.686,2585.322,89.918,95.916,1.384,43.47,-80.508,0.058,-4.386e-7,-0.167,-0.004,76.65,89.853,6.598e4,0,179.96,0.634,9.761,436.038,310.675,6.169,0,0,347.338,0.546,0.243,0.157,0.146,0.546,0.013,0.082,-2.284e-4,0,0,0,0,-1.454e-6,2.046,90,-56.5,136.603,2.197e-4,297.06,1.422,3.468e7,20.32,324.293,0.05,1.075,0.046,195.586
26.857,1.381e4,1.423e4,410.215,421.263,-14.82,14.891,2590.113,3.699,2590.116,89.918,95.845,1.447,43.47,-80.508,0.091,-4.243e-7,0.058,-0.004,76.654,89.852,6.598e4,0,179.96,0.634,9.761,435.966,310.675,6.166,0,0,345.494,0.547,0.243,0.157,0.147,0.547,0.021,0.129,-1.766e-4,0,0,0,0,1.791e-7,2.166,90,-56.5,136.164,2.189e-4,297.06,1.42,3.452e7,20.32,324.293,0.05,1.075,0.046,194.275
26.907,1.383e4,1.425e4,409.474,420.525,-14.798,14.866,2594.904,3.711,2594.906,89.918,95.773,1.416,43.47,-80.508,0.08,-4.24e-7,0.304,-0.004,76.644,89.851,6.598e4,0,179.96,0.634,9.761,436.199,310.675,6.177,0,0,343.595,0.548,0.244,0.157,0.147,0.548,0.018,0.113,-2.949e-4,0,0,0,0,4.869e-6,2.044,90,-56.5,135.726,2.182e-4,297.06,1.417,3.434e7,20.32,324.293,0.05,1.075,0.046,192.972
26.957,1.385e4,1.427e4,408.735,419.79,-14.769,14.837,2599.691,3.724,2599.693,89.918,95.702,1.418,43.47,-80.508,0.083,-4.353e-7,0.541,-0.004,76.623,89.851,6.598e4,0,179.96,0.634,9.761,436.329,310.675,6.184,0,0,341.759,0.549,0.244,0.157,0.147,0.549,0.019,0.119,4.911e-4,0,0,0,0,1.545e-5,2.123,90,-56.5,135.288,2.175e-4,297.06,1.415,3.417e7,20.32,324.293,0.05,1.076,0.045,191.678
27.007,1.387e4,1.429e4,407.997,419.055,-14.746,14.812,2604.474,3.737,2604.477,89.918,95.632,1.392,43.47,-80.508,0.073,-4.366e-7,0.771,-0.006,76.59,89.85,6.598e4,0,179.96,0.634,9.761,436.534,310.675,6.194,0,0,339.925,0.549,0.244,0.158,0.147,0.549,0.017,0.105,3.152e-4,0,0,0,0,3.156e-5,2.189,90,-56.5,134.851,2.168e-4,297.06,1.412,3.4e7,20.32,324.293,0.05,1.076,0.045,190.391
27.057,1.389e4,1.431e4,407.26,418.322,-14.738,14.796,2609.254,3.749,2609.256,89.918,95.565,1.304,43.47,-80.508,0.033,-4.369e-7,0.92,-0.01,76.548,89.85,6.598e4,0,179.96,0.634,9.761,436.849,310.675,6.209,0,0,338.057,0.55,0.245,0.158,0.148,0.55,0.008,0.047,-3.668e-4,0,0,0,0,4.508e-5,2.097,90,-56.5,134.416,2.161e-4,297.06,1.41,3.383e7,20.32,324.293,0.05,1.076,0.045,189.113
27.107,1.391e4,1.433e4,406.524,417.59,-14.722,14.775,2614.03,3.762,2614.033,89.918,95.5,1.253,43.47,-80.508,0.01,-4.31e-7,0.984,-0.031,76.5,89.85,6.598e4,0,179.96,0.634,9.761,436.695,310.675,6.202,0,0,336.242,0.551,0.245,0.158,0.148,0.551,0.002,0.014,-2.402e-4,0,0,0,0,5.167e-5,2.172,90,-56.5,133.98,2.154e-4,297.06,1.407,3.367e7,20.32,324.293,0.05,1.077,0.045,187.842
27.157,1.393e4,1.435e4,405.788,416.86,-14.716,14.761,2618.804,3.775,2618.807,89.917,95.44,1.159,43.47,-80.508,0.034,-4.336e-7,-0.946,-0.006,76.451,89.85,6.598e4,0,179.96,0.634,9.761,437.517,310.675,6.242,0,0,334.398,0.551,0.245,0.158,0.148,0.551,0.008,0.05,2.01e-4,0,0,0,0,-4.8e-5,2.09,90,-56.5,133.546,2.147e-4,297.06,1.405,3.35e7,20.32,324.293,0.05,1.077,0.045,186.578
27.207,1.395e4,1.437e4,405.052,416.131,-14.703,14.744,2623.574,3.787,2623.577,89.917,95.384,1.094,43.47,-80.507,0.064,-4.501e-7,-0.804,-0.002,76.407,89.85,6.598e4,0,179.96,0.634,9.761,437.42,310.675,6.237,0,0,332.581,0.552,0.245,0.158,0.148,0.552,0.015,0.094,-4.493e-4,0,0,0,0,-3.477e-5,2.077,90,-56.5,133.113,2.14e-4,297.06,1.402,3.333e7,20.32,324.293,0.05,1.077,0.045,185.323
27.257,1.397e4,1.439e4,404.317,415.404,-14.685,14.723,2628.342,3.8,2628.345,89.917,95.331,1.051,43.47,-80.507,0.084,-4.667e-7,-0.59,-8.549e-4,76.372,89.85,6.598e4,0,179.96,0.634,9.761,437.44,310.675,6.238,0,0,330.775,0.553,0.246,0.158,0.149,0.553,0.02,0.123,-2.959e-5,0,0,0,0,-1.881e-5,2.071,90,-56.5,132.68,2.133e-4,297.06,1.4,3.316e7,20.32,324.293,0.05,1.078,0.045,184.075
27.307,1.399e4,1.441e4,403.584,414.678,-14.661,14.697,2633.107,3.813,2633.11,89.917,95.278,1.038,43.47,-80.507,0.088,-4.669e-7,-0.347,1.95e-4,76.348,89.85,6.598e4,0,179.96,0.634,9.761,437.559,310.675,6.244,0,0,328.987,0.554,0.246,0.159,0.149,0.554,0.021,0.13,-4.767e-4,0,0,0,0,-6.524e-6,2.087,90,-56.5,132.248,2.127e-4,297.06,1.398,3.3e7,20.32,324.293,0.05,1.078,0.045,182.835
27.357,1.401e4,1.443e4,402.851,413.953,-14.64,14.674,2637.87,3.826,2637.873,89.917,95.227,1.007,43.47,-80.507,0.101,-4.321e-7,-0.076,4.401e-4,76.338,89.85,6.598e4,0,179.96,0.634,9.761,437.642,310.675,6.248,0,0,327.171,0.554,0.246,0.159,0.149,0.554,0.024,0.149,-1.198e-4,0,0,0,0,-3.144e-7,1.948,90,-56.5,131.817,2.12e-4,297.06,1.395,3.283e7,20.32,324.293,0.05,1.079,0.045,181.603
27.407,1.403e4,1.445e4,402.12,413.23,-14.608,14.643,2642.63,3.838,2642.633,89.917,95.177,1.023,43.47,-80.507,0.09,-4.162e-7,0.199,2.569e-4,76.341,89.85,6.598e4,0,179.96,0.634,9.76,437.855,310.675,6.259,0,0,325.375,0.555,0.247,0.159,0.149,0.555,0.021,0.134,1.688e-4,0,0,0,0,2.165e-6,1.879,90,-56.5,131.386,2.113e-4,297.06,1.393,3.267e7,20.32,324.293,0.05,1.079,0.045,180.378
27.457,1.405e4,1.447e4,401.391,412.508,-14.559,14.602,2647.388,3.851,2647.391,89.917,95.124,1.109,43.47,-80.507,0.045,-4.013e-7,0.391,-8.213e-4,76.356,89.85,6.598e4,0,179.96,0.634,9.76,438.216,310.675,6.277,0,0,323.625,0.556,0.247,0.159,0.15,0.556,0.011,0.067,-1.587e-5,0,0,0,0,8.358e-6,1.978,90,-56.5,130.957,2.106e-4,297.06,1.39,3.25e7,20.32,324.293,0.05,1.079,0.045,179.161
27.507,1.407e4,1.449e4,400.664,411.788,-14.509,14.559,2652.142,3.864,2652.145,89.917,95.066,1.206,43.47,-80.507,0.007,-4.044e-7,-0.442,-0.016,76.377,89.85,6.598e4,0,179.96,0.634,9.76,439.426,310.675,6.336,0,0,321.89,0.556,0.247,0.159,0.15,0.556,0.002,0.011,-1.693e-4,0,0,0,0,-1.073e-5,2.086,90,-56.5,130.528,2.099e-4,297.06,1.388,3.234e7,20.32,324.293,0.05,1.08,0.045,177.951
27.557,1.409e4,1.451e4,399.94,411.069,-14.464,14.521,2656.894,3.877,2656.897,89.916,95.004,1.279,43.47,-80.507,0.047,-3.966e-7,-0.366,-0.004,76.398,89.849,6.598e4,0,179.96,0.634,9.76,438.74,310.675,6.302,0,0,320.19,0.557,0.247,0.16,0.15,0.557,0.011,0.071,-4.84e-4,0,0,0,0,-7.404e-6,2.116,90,-56.5,130.119,2.092e-4,297.06,1.385,3.219e7,20.32,324.293,0.05,1.08,0.045,176.774
27.607,1.411e4,1.453e4,399.218,410.351,-14.423,14.485,2661.643,3.89,2661.646,89.916,94.938,1.344,43.47,-80.507,0.083,-4.049e-7,-0.177,-0.003,76.412,89.848,6.598e4,0,179.96,0.634,9.76,438.632,310.675,6.297,0,0,318.537,0.558,0.248,0.16,0.151,0.558,0.02,0.126,2.637e-4,0,0,0,0,-1.725e-6,2.168,90,-56.5,129.724,2.086e-4,297.06,1.383,3.203e7,20.32,324.293,0.05,1.08,0.044,175.622
27.657,1.413e4,1.455e4,398.497,409.635,-14.402,14.462,2666.388,3.903,2666.391,89.916,94.871,1.32,43.47,-80.507,0.075,-4.013e-7,0.041,-0.003,76.415,89.848,6.598e4,0,179.96,0.634,9.76,438.847,310.675,6.308,0,0,316.824,0.559,0.248,0.16,0.151,0.559,0.018,0.113,-4.321e-4,0,0,0,0,9.312e-8,1.973,90,-56.5,129.33,2.08e-4,297.06,1.381,3.188e7,20.32,324.293,0.05,1.081,0.044,174.478
27.707,1.415e4,1.457e4,397.778,408.919,-14.37,14.433,2671.13,3.916,2671.133,89.916,94.804,1.346,43.47,-80.507,0.091,-3.797e-7,0.273,-0.003,76.408,89.847,6.598e4,0,179.96,0.634,9.76,438.882,310.675,6.309,0,0,315.193,0.559,0.248,0.16,0.151,0.559,0.022,0.138,5.61e-5,0,0,0,0,4.163e-6,2.036,90,-56.5,128.936,2.073e-4,297.06,1.378,3.172e7,20.32,324.293,0.05,1.081,0.044,173.34
27.757,1.417e4,1.459e4,397.06,408.205,-14.345,14.408,2675.868,3.928,2675.871,89.916,94.737,1.344,43.47,-80.507,0.092,-3.964e-7,0.53,-0.004,76.388,89.847,6.598e4,0,179.96,0.634,9.76,439.002,310.675,6.315,0,0,313.565,0.56,0.249,0.16,0.151,0.56,0.022,0.141,-1.181e-4,0,0,0,0,1.571e-5,2.09,90,-56.5,128.543,2.067e-4,297.06,1.376,3.157e7,20.32,324.293,0.05,1.081,0.044,172.209
27.807,1.419e4,1.461e4,396.343,407.493,-14.33,14.389,2680.603,3.941,2680.606,89.916,94.671,1.3,43.47,-80.507,0.072,-3.849e-7,0.762,-0.004,76.355,89.846,6.598e4,0,179.96,0.634,9.76,439.25,310.675,6.328,0,0,311.923,0.561,0.249,0.16,0.152,0.561,0.017,0.11,4.159e-4,0,0,0,0,3.258e-5,2.07,90,-56.5,128.151,2.061e-4,297.06,1.373,3.142e7,20.32,324.293,0.05,1.082,0.044,171.085
27.857,1.421e4,1.463e4,395.627,406.781,-14.326,14.377,2685.335,3.954,2685.338,89.916,94.608,1.207,43.47,-80.507,0.026,-3.953e-7,0.896,-0.008,76.313,89.846,6.598e4,0,179.96,0.634,9.76,439.582,310.675,6.344,0,0,310.259,0.562,0.249,0.161,0.152,0.562,0.006,0.041,2.551e-4,0,0,0,0,4.52e-5,1.933,90,-56.5,127.76,2.054e-4,297.06,1.371,3.127e7,20.32,324.293,0.05,1.082,0.044,169.968
27.907,1.423e4,1.465e4,394.911,406.071,-14.316,14.362,2690.064,3.967,2690.067,89.916,94.549,1.146,43.47,-80.507,0.003,-3.941e-7,-0.927,-0.059,76.267,89.845,6.598e4,0,179.96,0.634,9.76,441.479,310.675,6.437,0,0,308.639,0.562,0.249,0.161,0.152,0.562,7.609e-4,0.005,-1.802e-4,0,0,0,0,-4.851e-5,1.936,90,-56.5,127.369,2.048e-4,297.06,1.368,3.112e7,20.32,324.293,0.05,1.082,0.044,168.857
27.957,1.425e4,1.467e4,394.195,405.363,-14.306,14.347,2694.79,3.98,2694.793,89.915,94.494,1.084,43.47,-80.507,0.034,-3.946e-7,-0.877,-0.005,76.222,89.845,6.598e4,0,179.96,0.634,9.76,440.123,310.675,6.37,0,0,307.025,0.563,0.25,0.161,0.152,0.563,0.008,0.052,5.777e-5,0,0,0,0,-4.363e-5,1.926,90,-56.5,126.98,2.042e-4,297.06,1.366,3.097e7,20.32,324.293,0.05,1.083,0.044,167.753
28.007,1.427e4,1.469e4,393.48,404.655,-14.291,14.329,2699.514,3.993,2699.517,89.915,94.441,1.041,43.47,-80.507,0.055,-3.939e-7,-0.754,-0.002,76.181,89.845,6.598e4,0,179.96,0.634,9.76,440.073,310.675,6.368,0,0,305.427,0.564,0.25,0.161,0.153,0.564,0.013,0.085,2.537e-5,0,0,0,0,-3.231e-5,1.949,90,-56.5,126.59,2.036e-4,297.06,1.364,3.082e7,20.32,324.293,0.05,1.083,0.044,166.655
28.057,1.429e4,1.471e4,392.766,403.949,-14.27,14.307,2704.234,4.006,2704.237,89.915,94.389,1.028,43.47,-80.506,0.06,-3.884e-7,-0.6,-0.002,76.147,89.845,6.598e4,0,179.96,0.634,9.76,440.154,310.675,6.372,0,0,303.849,0.565,0.25,0.161,0.153,0.565,0.015,0.093,3.647e-4,0,0,0,0,-2.056e-5,2.034,90,-56.5,126.202,2.029e-4,297.06,1.361,3.068e7,20.32,324.293,0.05,1.083,0.044,165.564
28.107,1.431e4,1.473e4,392.053,403.243,-14.255,14.289,2708.953,4.019,2708.956,89.915,94.339,0.985,43.47,-80.506,0.08,-3.811e-7,-0.403,-5.505e-4,76.122,89.845,6.598e4,0,179.96,0.634,9.76,440.135,310.675,6.371,0,0,302.241,0.565,0.251,0.162,0.153,0.565,0.02,0.126,-5.306e-5,0,0,0,0,-9.293e-6,1.945,90,-56.5,125.814,2.023e-4,297.06,1.359,3.053e7,20.32,324.293,0.05,1.084,0.044,164.48
28.157,1.433e4,1.475e4,391.341,402.54,-14.224,14.26,2713.668,4.032,2713.671,89.915,94.289,1.014,43.47,-80.506,0.063,-3.833e-7,-0.212,-4.369e-4,76.106,89.845,6.598e4,0,179.96,0.634,9.76,440.345,310.675,6.381,0,0,300.689,0.566,0.251,0.162,0.153,0.566,0.016,0.099,2.004e-4,0,0,0,0,-2.591e-6,2.054,90,-56.5,125.427,2.017e-4,297.06,1.357,3.038e7,20.32,324.293,0.05,1.084,0.044,163.402
28.207,1.435e4,1.477e4,390.63,401.837,-14.205,14.239,2718.381,4.045,2718.384,89.915,94.239,0.989,43.47,-80.506,0.074,-3.959e-7,-0.021,8.059e-5,76.1,89.845,6.598e4,0,179.96,0.634,9.76,440.388,310.675,6.384,0,0,299.082,0.567,0.251,0.162,0.154,0.567,0.018,0.116,-1.056e-4,0,0,0,0,-2.635e-8,1.897,90,-56.5,125.041,2.011e-4,297.06,1.354,3.023e7,20.32,324.293,0.05,1.085,0.044,162.33
28.257,1.437e4,1.479e4,389.921,401.135,-14.167,14.206,2723.092,4.058,2723.095,89.915,94.188,1.043,43.47,-80.506,0.043,-4.037e-7,0.137,-1.233e-4,76.104,89.845,6.598e4,0,179.96,0.634,9.759,440.639,310.675,6.396,0,0,297.534,0.568,0.251,0.162,0.154,0.568,0.011,0.067,3.966e-4,0,0,0,0,1.081e-6,1.973,90,-56.5,124.655,2.004e-4,297.06,1.352,3.009e7,20.32,324.293,0.05,1.085,0.043,161.265
28.307,1.439e4,1.481e4,389.214,400.435,-14.128,14.171,2727.8,4.072,2727.803,89.914,94.134,1.105,43.47,-80.506,0.007,-4.112e-7,0.2,-0.006,76.112,89.845,6.598e4,0,179.96,0.634,9.759,440.343,310.675,6.381,0,0,295.993,0.568,0.252,0.162,0.154,0.568,0.002,0.011,-3.247e-4,0,0,0,0,2.329e-6,2.046,90,-56.5,124.27,1.998e-4,297.06,1.35,2.994e7,20.32,324.293,0.05,1.085,0.043,160.206
28.357,1.441e4,1.483e4,388.508,399.736,-14.101,14.145,2732.505,4.085,2732.508,89.914,94.079,1.113,43.47,-80.506,0.001,-4.113e-7,-0.202,-0.053,76.123,89.845,6.598e4,0,179.96,0.634,9.759,446.62,310.675,6.69,0,0,294.411,0.569,0.252,0.163,0.155,0.569,2.805e-4,0.002,-4.359e-4,0,0,0,0,-2.381e-6,1.911,90,-56.5,123.886,1.992e-4,297.06,1.347,2.98e7,20.32,324.293,0.05,1.086,0.043,159.154
28.407,1.443e4,1.485e4,387.803,399.039,-14.071,14.117,2737.208,4.098,2737.211,89.914,94.023,1.134,43.47,-80.506,0.016,-4.113e-7,-0.187,-0.006,76.133,89.844,6.598e4,0,179.96,0.634,9.759,441.712,310.675,6.449,0,0,292.847,0.57,0.252,0.163,0.155,0.57,0.004,0.025,6.063e-5,0,0,0,0,-2.056e-6,1.825,90,-56.5,123.502,1.986e-4,297.06,1.345,2.965e7,20.32,324.293,0.05,1.086,0.043,158.108
28.457,1.445e4,1.487e4,387.101,398.342,-14.04,14.088,2741.908,4.111,2741.911,89.914,93.965,1.165,43.47,-80.506,0.035,-4.154e-7,-0.121,-0.004,76.141,89.844,6.598e4,0,179.96,0.634,9.759,441.47,310.675,6.437,0,0,291.304,0.571,0.253,0.163,0.155,0.571,0.009,0.057,-3.229e-4,0,0,0,0,-8.561e-7,1.795,90,-56.5,123.119,1.98e-4,297.06,1.342,2.951e7,20.32,324.293,0.05,1.086,0.043,157.068
28.507,1.447e4,1.489e4,386.4,397.647,-14.003,14.056,2746.604,4.124,2746.607,89.914,93.906,1.216,43.47,-80.506,0.066,-4.201e-7,0.015,-0.003,76.144,89.843,6.598e4,0,179.96,0.634,9.759,441.312,310.675,6.429,0,0,289.796,0.571,0.253,0.163,0.155,0.571,0.016,0.106,1.133e-4,0,0,0,0,1.264e-8,1.877,90,-56.5,122.737,1.974e-4,297.06,1.34,2.937e7,20.32,324.293,0.05,1.086,0.043,156.034
28.557,1.448e4,1.49e4,385.7,396.953,-13.971,14.027,2751.298,4.137,2751.301,89.914,93.844,1.252,43.47,-80.506,0.088,-4.178e-7,0.22,-0.003,76.138,89.842,6.598e4,0,179.96,0.634,9.759,441.263,310.675,6.427,0,0,288.305,0.572,0.253,0.164,0.156,0.572,0.022,0.142,-2.289e-4,0,0,0,0,2.864e-6,1.965,90,-56.5,122.355,1.967e-4,297.06,1.338,2.923e7,20.32,324.293,0.05,1.087,0.043,155.006
28.607,1.45e4,1.492e4,385.002,396.26,-13.946,14.003,2755.989,4.15,2755.992,89.914,93.781,1.259,43.47,-80.506,0.095,-4.162e-7,0.465,-0.003,76.121,89.842,6.598e4,0,179.96,0.634,9.759,441.323,310.675,6.43,0,0,286.811,0.573,0.253,0.164,0.156,0.573,0.024,0.153,-1.197e-4,0,0,0,0,1.281e-5,2.025,90,-56.5,121.975,1.961e-4,297.06,1.336,2.908e7,20.32,324.293,0.05,1.087,0.043,153.985
28.657,1.452e4,1.494e4,384.305,395.568,-13.93,13.984,2760.676,4.164,2760.679,89.914,93.719,1.227,43.47,-80.506,0.08,-4.187e-7,0.696,-0.003,76.092,89.841,6.598e4,0,179.96,0.634,9.759,441.515,310.675,6.439,0,0,285.305,0.574,0.254,0.164,0.156,0.574,0.02,0.129,2.544e-4,0,0,0,0,2.884e-5,2.014,90,-56.5,121.594,1.955e-4,297.06,1.333,2.894e7,20.32,324.293,0.05,1.087,0.043,152.969
28.707,1.454e4,1.496e4,383.609,394.877,-13.921,13.97,2765.361,4.177,2765.364,89.913,93.659,1.169,43.47,-80.506,0.05,-4.173e-7,0.868,-0.005,76.052,89.841,6.598e4,0,179.96,0.634,9.759,441.778,310.675,6.452,0,0,283.795,0.575,0.254,0.164,0.156,0.575,0.013,0.082,-5.203e-5,0,0,0,0,4.501e-5,1.969,90,-56.5,121.215,1.949e-4,297.06,1.331,2.88e7,20.32,324.293,0.05,1.088,0.043,151.96
28.757,1.456e4,1.498e4,382.913,394.188,-13.916,13.959,2770.042,4.19,2770.045,89.913,93.602,1.092,43.47,-80.506,0.009,-4.198e-7,0.941,-0.016,76.007,89.841,6.598e4,0,179.96,0.634,9.759,441.867,310.675,6.456,0,0,282.285,0.575,0.254,0.164,0.157,0.575,0.002,0.015,3.322e-4,0,0,0,0,5.311e-5,1.886,90,-56.5,120.836,1.943e-4,297.06,1.328,2.866e7,20.32,324.293,0.05,1.089,0.043,150.957
28.807,1.458e4,1.5e4,382.218,393.499,-13.9,13.94,2774.721,4.203,2774.724,89.913,93.548,1.068,43.47,-80.506,0.003,-4.209e-7,-0.951,-0.055,75.959,89.84,6.598e4,0,179.96,0.634,9.759,443.686,310.675,6.546,0,0,280.833,0.576,0.254,0.165,0.157,0.576,7.608e-4,0.005,3.608e-4,0,0,0,0,-5.438e-5,2.017,90,-56.5,120.459,1.937e-4,297.06,1.326,2.852e7,20.32,324.293,0.05,1.089,0.043,149.96
