# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²),MaxQ (kg / ( m* s^2 ))
0.558,13.686,433.701,52.335,52.639,97.431,98.091,-1.447,0.247,1.468,279.673,5.645,11.358,47.965,-81.874,9.338,0,1.568,0.01,84.001,280.65,1.218e5,6.013e4,237.263,0.903,9.808,396.069,346.322,2.448,1.316e4,11.017,27.18,0.426,0.308,0.01,0.108,0.5,2.952,7.217,3.879e-4,0,0,0,0,0.009,8.834,11.921,17.904,985.972,0.001,342.148,0.156,1.916e7,20.32,324.293,0.015,0.142,0.005,1634.987
0.573,14.457,434.472,53.751,54.064,97.367,98.026,-1.529,0.259,1.551,279.624,5.81,11.346,47.965,-81.874,9.081,0,1.852,0.014,84.002,280.888,1.217e5,6.004e4,237.224,0.903,9.808,396.826,346.41,2.481,1.314e4,11.012,28.417,0.425,0.307,0.01,0.108,0.496,2.847,7.053,4.298e-4,0,0,0,0,0.011,8.862,11.893,17.898,985.881,0.001,342.145,0.16,1.967e7,20.32,324.293,0.02,0.143,0.005,1724.593
0.593,15.552,435.566,55.698,56.024,97.381,98.038,-1.646,0.277,1.67,279.552,6.036,11.337,47.965,-81.874,8.742,0,2.256,0.02,84.002,281.28,1.216e5,5.992e4,237.162,0.902,9.808,397.844,346.509,2.526,1.313e4,11.014,30.243,0.426,0.307,0.01,0.109,0.492,2.712,6.835,3.534e-4,0,0,0,0,0.016,8.903,11.852,17.89,985.752,0.001,342.141,0.166,2.036e7,20.32,324.293,0.03,0.145,0.005,1851.702
0.623,17.267,437.282,58.62,58.966,97.33,97.986,-1.831,0.304,1.856,279.439,6.375,11.313,47.965,-81.874,8.259,0,2.892,0.032,84.001,282.019,1.214e5,5.973e4,237.074,0.901,9.808,399.335,346.67,2.592,1.311e4,11.012,33.082,0.426,0.307,0.01,0.109,0.487,2.522,6.514,-3.115e-4,0,0,0,0,0.024,8.967,11.79,17.878,985.55,0.001,342.133,0.174,2.141e7,20.32,324.293,0.022,0.147,0.006,2050.919
0.645,18.578,438.593,60.757,61.117,97.268,97.921,-1.972,0.325,1.998,279.354,6.623,11.291,47.965,-81.874,7.921,0,3.377,0.043,83.999,282.677,1.212e5,5.96e4,237.012,0.9,9.808,400.404,346.791,2.638,1.309e4,11.007,35.232,0.426,0.307,0.01,0.109,0.484,2.393,6.284,-4.953e-4,0,0,0,0,0.03,9.016,11.743,17.869,985.396,0.001,342.128,0.18,2.217e7,20.32,324.293,0.022,0.148,0.006,2203.02
0.667,19.939,439.954,62.901,63.275,97.447,98.099,-2.119,0.346,2.147,279.271,6.871,11.293,47.965,-81.874,7.594,0,3.88,0.056,83.997,283.44,1.211e5,5.946e4,236.929,0.9,9.808,401.464,346.868,2.687,1.31e4,11.027,37.451,0.426,0.307,0.01,0.109,0.48,2.27,6.061,1.898e-4,0,0,0,0,0.037,9.067,11.695,17.86,985.236,0.001,342.122,0.187,2.294e7,20.32,324.293,0.032,0.151,0.006,2361.029
0.699,22.004,442.018,66.019,66.414,97.325,97.973,-2.343,0.378,2.373,279.156,7.232,11.256,47.965,-81.874,7.133,0,4.639,0.078,83.989,284.741,1.209e5,5.927e4,236.842,0.898,9.808,402.994,347.047,2.753,1.306e4,11.017,40.789,0.427,0.306,0.01,0.11,0.476,2.1,5.733,-2.264e-4,0,0,0,0,0.048,9.145,11.623,17.845,984.993,0.001,342.113,0.196,2.406e7,20.32,324.293,0.02,0.152,0.006,2600.613
0.719,23.343,443.357,67.964,68.372,97.307,97.954,-2.488,0.398,2.52,279.089,7.457,11.239,47.965,-81.874,6.853,0,5.127,0.095,83.981,285.67,1.208e5,5.914e4,236.783,0.898,9.808,403.946,347.147,2.795,1.305e4,11.017,42.936,0.427,0.306,0.011,0.11,0.473,1.999,5.53,-1.166e-5,0,0,0,0,0.056,9.195,11.577,17.836,984.835,0.001,342.107,0.201,2.475e7,20.32,324.293,0.027,0.153,0.007,2755.854
0.746,25.247,445.261,70.641,71.066,97.529,98.176,-2.695,0.427,2.729,279.008,7.766,11.247,47.965,-81.874,6.475,0,5.815,0.122,83.966,287.094,1.206e5,5.897e4,236.68,0.897,9.808,405.26,347.241,2.855,1.306e4,11.042,45.971,0.427,0.306,0.011,0.11,0.469,1.864,5.257,-4.924e-4,0,0,0,0,0.066,9.266,11.512,17.822,984.611,0.001,342.099,0.209,2.571e7,20.32,324.293,0.022,0.155,0.007,2976.796
0.768,26.822,446.837,72.782,73.222,97.369,98.014,-2.867,0.452,2.902,278.952,8.012,11.222,47.965,-81.874,6.176,0,6.376,0.146,83.949,288.356,1.205e5,5.884e4,236.63,0.896,9.808,406.319,347.38,2.901,1.303e4,11.028,48.467,0.428,0.306,0.011,0.111,0.466,1.76,5.031,5.519e-5,0,0,0,0,0.075,9.325,11.459,17.811,984.425,0.001,342.092,0.216,2.648e7,20.32,324.293,0.022,0.156,0.007,3159.634
0.79,28.416,448.43,74.885,75.339,97.536,98.181,-3.04,0.476,3.077,278.906,8.254,11.239,47.965,-81.874,5.886,0,6.934,0.174,83.927,289.701,1.203e5,5.87e4,236.547,0.896,9.807,407.368,347.448,2.949,1.304e4,11.047,50.977,0.428,0.306,0.011,0.111,0.464,1.661,4.814,3.246e-4,0,0,0,0,0.084,9.384,11.406,17.8,984.238,0.001,342.086,0.222,2.723e7,20.32,324.293,0.032,0.157,0.007,3344.48
0.822,30.856,450.87,78.002,78.476,97.736,98.384,-3.307,0.515,3.347,278.857,8.612,11.275,47.965,-81.874,5.459,0,7.769,0.222,83.884,291.874,1.201e5,5.851e4,236.433,0.895,9.807,408.943,347.564,3.021,1.304e4,11.071,54.801,0.428,0.306,0.011,0.112,0.46,1.518,4.488,-9.867e-5,0,0,0,0,0.097,9.476,11.327,17.783,983.951,0.001,342.075,0.231,2.835e7,20.32,324.293,0.02,0.159,0.008,3627.922
0.842,32.434,452.449,79.954,80.44,97.59,98.24,-3.479,0.541,3.521,278.839,8.836,11.283,47.965,-81.874,5.192,0,8.295,0.257,83.849,293.341,1.2e5,5.838e4,236.388,0.894,9.807,409.946,347.689,3.064,1.302e4,11.058,57.261,0.429,0.306,0.011,0.112,0.457,1.43,4.277,-3.71e-4,0,0,0,0,0.105,9.535,11.276,17.772,983.765,0.001,342.068,0.237,2.905e7,20.32,324.293,0.03,0.16,0.008,3811.287
0.872,34.878,454.893,82.884,83.39,97.659,98.317,-3.746,0.582,3.791,278.831,9.172,11.349,47.965,-81.874,4.792,0,9.083,0.318,83.783,295.686,1.198e5,5.82e4,236.291,0.893,9.807,411.476,347.816,3.133,1.301e4,11.069,61.05,0.429,0.306,0.011,0.112,0.454,1.301,3.959,1.108e-4,0,0,0,0,0.118,9.626,11.199,17.754,983.477,0.001,342.058,0.245,3.011e7,20.32,324.293,0.022,0.162,0.008,4094.945
0.894,36.721,456.735,85.031,85.551,98.016,98.683,-3.948,0.614,3.995,278.842,9.418,11.454,47.965,-81.874,4.498,0,9.655,0.371,83.724,297.496,1.197e5,5.806e4,236.189,0.892,9.807,412.616,347.848,3.187,1.304e4,11.109,63.901,0.43,0.306,0.011,0.113,0.452,1.209,3.727,2.876e-4,0,0,0,0,0.126,9.695,11.142,17.741,983.26,0.001,342.05,0.252,3.088e7,20.32,324.293,0.022,0.163,0.008,4309.178
0.916,38.609,458.623,87.182,87.716,98.164,98.842,-4.154,0.648,4.204,278.867,9.664,11.56,47.965,-81.874,4.204,0,10.218,0.432,83.653,299.374,1.196e5,5.793e4,236.108,0.892,9.807,413.772,347.922,3.241,1.305e4,11.128,66.824,0.43,0.306,0.011,0.113,0.45,1.118,3.489,2.841e-4,0,0,0,0,0.135,9.766,11.084,17.728,983.038,0.001,342.042,0.258,3.165e7,20.32,324.293,0.032,0.164,0.008,4529.24
0.948,41.452,461.466,90.326,90.88,98.105,98.804,-4.465,0.702,4.52,278.931,10.024,11.732,47.965,-81.874,3.773,0,11.018,0.54,83.53,302.218,1.194e5,5.773e4,236.015,0.891,9.807,415.483,348.076,3.317,1.303e4,11.128,71.218,0.43,0.305,0.011,0.114,0.447,0.988,3.132,-3.496e-5,0,0,0,0,0.146,9.873,10.999,17.708,982.703,0.001,342.03,0.267,3.278e7,20.32,324.293,0.022,0.166,0.009,4860.578
0.969,43.436,463.45,92.458,93.026,98.329,99.049,-4.682,0.741,4.74,278.994,10.269,11.916,47.965,-81.874,3.479,0,11.539,0.629,83.431,304.193,1.192e5,5.76e4,235.928,0.89,9.807,416.651,348.133,3.372,1.304e4,11.155,74.285,0.431,0.305,0.011,0.114,0.445,0.902,2.888,-1.084e-4,0,0,0,0,0.153,9.947,10.94,17.694,982.47,0.001,342.022,0.274,3.354e7,20.32,324.293,0.022,0.167,0.009,5091.867
0.991,45.501,465.516,94.632,95.215,98.585,99.33,-4.907,0.784,4.969,279.074,10.52,12.14,47.965,-81.874,3.179,0,12.047,0.737,83.316,306.226,1.191e5,5.746e4,235.835,0.889,9.807,417.839,348.184,3.428,1.307e4,11.187,77.491,0.431,0.305,0.012,0.114,0.443,0.815,2.636,-3.793e-4,0,0,0,0,0.159,10.024,10.88,17.68,982.227,0.001,342.013,0.28,3.433e7,20.32,324.293,0.032,0.168,0.009,5333.208
1.024,48.59,468.604,97.798,98.402,98.719,99.508,-5.244,0.851,5.313,279.223,10.887,12.504,47.965,-81.874,2.743,0,12.735,0.936,83.125,309.191,1.189e5,5.726e4,235.722,0.888,9.807,419.536,348.297,3.506,1.307e4,11.209,82.31,0.432,0.305,0.012,0.115,0.441,0.692,2.261,-4.624e-4,0,0,0,0,0.166,10.14,10.792,17.658,981.863,0.001,342,0.289,3.547e7,20.32,324.293,0.02,0.169,0.009,5694.589
1.043,50.563,470.578,99.77,100.387,98.646,99.468,-5.459,0.897,5.532,279.334,11.117,12.754,47.965,-81.874,2.471,0,13.125,1.096,82.991,311.026,1.188e5,5.714e4,235.666,0.887,9.807,420.55,348.395,3.551,1.305e4,11.207,85.407,0.432,0.305,0.012,0.115,0.44,0.618,2.025,-3.358e-4,0,0,0,0,0.17,10.214,10.737,17.644,981.631,0.001,341.991,0.295,3.617e7,20.32,324.293,0.031,0.17,0.01,5925.538
1.074,53.701,473.716,102.828,103.467,98.815,99.698,-5.8,0.975,5.882,279.538,11.477,13.239,47.965,-81.874,2.05,0,13.657,1.426,82.76,313.824,1.186e5,5.694e4,235.551,0.887,9.807,421.987,348.493,3.617,1.306e4,11.235,90.368,0.433,0.305,0.012,0.116,0.438,0.506,1.656,1.336e-4,0,0,0,0,0.173,10.332,10.651,17.622,981.261,0.001,341.978,0.304,3.728e7,20.32,324.293,0.022,0.171,0.01,6292.768
1.096,55.982,475.996,104.997,105.65,98.794,99.727,-6.048,1.034,6.136,279.705,11.736,13.613,47.965,-81.874,1.754,0,13.968,1.751,82.58,315.754,1.184e5,5.681e4,235.482,0.886,9.807,422.825,348.585,3.654,1.306e4,11.24,94.011,0.433,0.305,0.012,0.116,0.437,0.428,1.392,2.724e-4,0,0,0,0,0.174,10.417,10.59,17.606,980.993,0.001,341.968,0.311,3.806e7,20.32,324.293,0.023,0.173,0.01,6559.765
1.119,58.421,478.436,107.269,107.939,98.926,99.921,-6.312,1.102,6.408,279.9,12.01,14.065,47.965,-81.874,1.448,0,14.214,2.228,82.377,317.716,1.183e5,5.667e4,235.394,0.885,9.807,423.41,348.652,3.679,1.307e4,11.263,97.949,0.434,0.305,0.012,0.117,0.436,0.35,1.117,4.829e-4,0,0,0,0,0.172,10.509,10.525,17.589,980.706,0.001,341.958,0.317,3.887e7,20.32,324.293,0.031,0.174,0.01,6845.452
1.15,61.789,481.803,110.336,111.029,99.248,100.339,-6.677,1.201,6.784,280.197,12.387,14.759,47.965,-81.874,1.042,0,14.34,3.284,82.083,320.241,1.181e5,5.647e4,235.259,0.884,9.807,423.266,348.71,3.669,1.31e4,11.31,103.474,0.434,0.304,0.012,0.118,0.436,0.25,0.753,3.658e-4,0,0,0,0,0.166,10.635,10.438,17.565,980.309,0.001,341.943,0.327,3.998e7,20.32,324.293,0.023,0.176,0.011,7240.616
1.173,64.365,484.379,112.63,113.341,99.306,100.477,-6.955,1.282,7.072,280.444,12.675,15.295,47.965,-81.874,0.751,0,14.101,4.744,81.849,322.029,1.18e5,5.633e4,235.174,0.883,9.807,421.683,348.783,3.588,1.31e4,11.327,107.774,0.435,0.304,0.012,0.118,0.436,0.18,0.494,-2.254e-4,0,0,0,0,0.154,10.732,10.373,17.547,980.006,0.001,341.932,0.333,4.081e7,20.32,324.293,0.022,0.177,0.011,7543.422
1.195,66.832,486.846,114.787,115.515,99.512,100.767,-7.22,1.364,7.348,280.696,12.951,15.852,47.965,-81.874,0.497,0,13.001,7.426,81.62,323.624,1.178e5,5.619e4,235.082,0.883,9.807,417.817,348.829,3.395,1.313e4,11.36,111.957,0.435,0.304,0.013,0.119,0.436,0.12,0.283,-2.549e-4,0,0,0,0,0.126,10.824,10.311,17.529,979.716,0.001,341.922,0.34,4.158e7,20.32,324.293,0.022,0.178,0.011,7833.759
1.217,69.39,489.404,116.983,117.729,99.481,100.826,-7.495,1.453,7.635,280.973,13.238,16.414,47.965,-81.874,0.296,0,7.716,12.886,81.38,325.163,1.177e5,5.606e4,235.009,0.882,9.807,414.598,348.914,3.232,1.312e4,11.369,116.359,0.436,0.304,0.013,0.119,0.436,0.072,0.191,4.877e-4,0,0,0,0,0.043,10.92,10.248,17.511,979.415,0.001,341.911,0.346,4.238e7,20.32,324.293,0.032,0.179,0.011,8134.986
1.249,73.138,493.152,120.127,120.901,99.41,100.898,-7.897,1.593,8.056,281.404,13.661,17.264,47.965,-81.874,0.355,0,-9.962,11.204,81.023,327.214,1.175e5,5.586e4,234.906,0.881,9.807,447.447,349.037,4.843,1.311e4,11.381,122.925,0.437,0.304,0.013,0.12,0.437,0.077,0.441,-1.116e-4,0,0,0,0,-0.067,11.061,10.158,17.485,978.973,0.001,341.895,0.356,4.351e7,20.32,324.293,0.022,0.18,0.011,8576.106
1.271,75.818,495.832,122.326,123.121,99.568,101.166,-8.183,1.699,8.357,281.73,13.966,17.906,47.965,-81.874,0.567,0,-12.99,7.189,80.768,328.533,1.174e5,5.572e4,234.818,0.88,9.807,446.223,349.092,4.78,1.313e4,11.412,127.705,0.437,0.304,0.013,0.12,0.438,0.125,0.706,2.058e-4,0,0,0,0,-0.11,11.161,10.096,17.466,978.658,0.001,341.883,0.362,4.43e7,20.32,324.293,0.02,0.181,0.012,8891.638
1.291,78.343,498.357,124.367,125.182,99.815,101.522,-8.452,1.804,8.642,282.05,14.257,18.537,47.965,-81.874,0.781,0,-13.62,5.323,80.528,329.668,1.172e5,5.559e4,234.726,0.88,9.807,442.435,349.126,4.592,1.316e4,11.451,132.278,0.438,0.303,0.013,0.121,0.438,0.175,0.921,-9.18e-5,0,0,0,0,-0.117,11.256,10.037,17.448,978.361,0.001,341.873,0.368,4.504e7,20.32,324.293,0.032,0.182,0.012,9189.578
1.323,82.321,502.336,127.518,128.365,99.652,101.535,-8.875,1.98,9.093,282.576,14.721,19.462,47.965,-81.874,1.138,0,-13.626,3.717,80.16,331.252,1.17e5,5.54e4,234.628,0.879,9.807,437.388,349.255,4.337,1.315e4,11.457,139.598,0.438,0.303,0.013,0.122,0.44,0.262,1.249,-1.585e-4,0,0,0,0,-0.112,11.326,10,17.42,977.905,0.001,341.856,0.378,4.618e7,20.32,324.293,0.028,0.183,0.012,9659.279
1.351,85.931,505.946,130.308,131.185,99.603,101.655,-9.257,2.15,9.503,283.075,15.15,20.321,47.965,-81.874,1.456,0,-13.195,2.926,79.838,332.492,1.168e5,5.522e4,234.532,0.878,9.807,433.915,349.352,4.162,1.315e4,11.474,146.352,0.439,0.303,0.014,0.123,0.442,0.343,1.527,1.685e-4,0,0,0,0,-0.1,11.338,10,17.395,977.499,0.001,341.84,0.386,4.718e7,20.32,324.293,0.022,0.184,0.012,1.009e4
1.373,88.81,508.824,132.488,133.392,99.494,101.681,-9.56,2.293,9.831,283.486,15.498,20.977,47.965,-81.874,1.687,0,-12.681,2.533,79.592,333.356,1.167e5,5.508e4,234.462,0.877,9.807,431.763,349.437,4.051,1.314e4,11.48,151.798,0.44,0.303,0.014,0.123,0.443,0.403,1.722,-2.282e-4,0,0,0,0,-0.09,11.348,10,17.375,977.176,0.001,341.828,0.393,4.797e7,20.32,324.293,0.022,0.185,0.012,1.042e4
1.395,91.734,511.749,134.668,135.598,99.633,101.962,-9.868,2.445,10.166,283.916,15.857,21.668,47.965,-81.874,1.9,0,-12.05,2.251,79.355,334.129,1.166e5,5.495e4,234.371,0.876,9.807,429.962,349.485,3.96,1.316e4,11.512,157.377,0.44,0.303,0.014,0.124,0.445,0.46,1.898,6.214e-5,0,0,0,0,-0.078,11.358,10,17.354,976.847,0.001,341.815,0.399,4.875e7,20.32,324.293,0.022,0.186,0.013,1.077e4
1.417,94.728,514.742,136.867,137.826,99.809,102.281,-10.182,2.608,10.511,284.365,16.231,22.353,47.965,-81.874,2.094,0,-11.309,2.04,79.127,334.819,1.164e5,5.481e4,234.272,0.875,9.807,428.43,349.52,3.883,1.319e4,11.548,163.13,0.441,0.303,0.014,0.124,0.447,0.512,2.056,3.822e-4,0,0,0,0,-0.067,11.368,10,17.333,976.511,0.001,341.803,0.406,4.955e7,20.32,324.293,0.032,0.187,0.013,1.112e4
1.449,99.168,519.182,140.066,141.069,99.683,102.354,-10.646,2.862,11.024,285.049,16.798,23.228,47.965,-81.874,2.337,0,-10.065,1.817,78.819,335.668,1.162e5,5.461e4,234.167,0.874,9.807,426.615,349.639,3.788,1.318e4,11.561,171.7,0.442,0.302,0.014,0.125,0.449,0.58,2.246,4.486e-4,0,0,0,0,-0.05,11.384,10,17.302,976.012,0.001,341.784,0.415,5.07e7,20.32,324.293,0.02,0.188,0.013,1.165e4
1.469,101.992,522.006,142.058,143.091,99.411,102.196,-10.94,3.033,11.353,285.493,17.165,23.696,47.965,-81.874,2.463,0,-9.197,1.713,78.642,336.109,1.161e5,5.448e4,234.122,0.874,9.807,425.697,349.747,3.738,1.315e4,11.549,177.144,0.442,0.302,0.015,0.126,0.45,0.615,2.341,-4.774e-4,0,0,0,0,-0.041,11.393,10,17.282,975.695,0.001,341.772,0.421,5.142e7,20.32,324.293,0.03,0.189,0.013,1.198e4
1.499,106.297,526.312,145.042,146.122,99.577,102.533,-11.388,3.304,11.857,286.181,17.733,24.442,47.965,-81.874,2.614,0,-7.78,1.592,78.406,336.645,1.159e5,5.429e4,233.996,0.873,9.807,424.6,349.807,3.681,1.318e4,11.589,185.423,0.443,0.302,0.015,0.127,0.452,0.659,2.454,2.514e-4,0,0,0,0,-0.028,11.408,10,17.251,975.211,0.001,341.753,0.43,5.25e7,20.32,324.293,0.022,0.19,0.013,1.249e4
1.521,109.498,529.513,147.225,148.341,99.743,102.812,-11.719,3.516,12.235,286.7,18.162,24.934,47.965,-81.874,2.694,0,-6.667,1.526,78.255,336.945,1.158e5,5.415e4,233.896,0.872,9.807,423.996,349.838,3.649,1.32e4,11.622,191.557,0.444,0.302,0.015,0.127,0.453,0.683,2.512,3.718e-4,0,0,0,0,-0.02,11.419,10,17.229,974.852,0.001,341.74,0.437,5.328e7,20.32,324.293,0.022,0.19,0.013,1.287e4
1.543,112.735,532.749,149.4,150.553,99.548,102.711,-12.053,3.738,12.619,287.228,18.602,25.29,47.965,-81.874,2.747,0,-5.5,1.473,78.127,337.169,1.156e5,5.402e4,233.842,0.871,9.807,423.549,349.947,3.622,1.317e4,11.616,197.722,0.445,0.302,0.015,0.128,0.454,0.699,2.545,-2.838e-4,0,0,0,0,-0.013,11.43,10,17.206,974.488,0.001,341.726,0.444,5.407e7,20.32,324.293,0.022,0.191,0.014,1.325e4
1.565,116.051,536.065,151.593,152.786,99.546,102.79,-12.395,3.973,13.016,287.773,19.056,25.623,47.965,-81.874,2.773,0,-4.274,1.433,78.019,337.321,1.155e5,5.388e4,233.765,0.871,9.807,423.248,350.017,3.604,1.317e4,11.629,203.983,0.445,0.301,0.015,0.129,0.455,0.708,2.558,2.138e-4,0,0,0,0,-0.008,11.441,10,17.183,974.115,0.001,341.712,0.45,5.486e7,20.32,324.293,0.033,0.192,0.014,1.364e4
1.598,121.101,541.115,154.874,156.128,99.532,102.867,-12.913,4.347,13.626,288.606,19.755,25.981,47.965,-81.874,2.761,0,-2.371,1.392,77.901,337.411,1.153e5,5.367e4,233.655,0.87,9.807,423.067,350.13,3.589,1.317e4,11.644,213.409,0.446,0.301,0.016,0.13,0.456,0.706,2.538,-1.716e-4,0,0,0,0,-0.002,11.459,10,17.147,973.548,0.001,341.69,0.46,5.604e7,20.32,324.293,0.02,0.193,0.014,1.424e4
1.618,124.219,544.233,156.865,158.159,99.579,102.949,-13.233,4.587,14.005,289.12,20.188,26.125,47.965,-81.874,2.724,0,-1.19,1.379,77.856,337.387,1.152e5,5.355e4,233.583,0.869,9.807,423.107,350.19,3.588,1.317e4,11.657,219.159,0.447,0.301,0.016,0.13,0.456,0.697,2.501,-3.775e-4,0,0,0,0,-5.603e-4,11.469,10,17.125,973.198,0.001,341.677,0.466,5.676e7,20.32,324.293,0.03,0.195,0.014,1.461e4
1.648,128.972,548.986,159.854,161.208,99.622,103.012,-13.718,4.966,14.589,289.9,20.85,26.208,47.965,-81.874,2.625,0,0.597,1.376,77.827,337.241,1.15e5,5.336e4,233.483,0.868,9.807,423.368,350.29,3.596,1.316e4,11.672,227.824,0.448,0.301,0.016,0.131,0.457,0.671,2.412,3.917e-4,0,0,0,0,1.357e-4,11.486,10,17.092,972.664,0.001,341.657,0.475,5.784e7,20.32,324.293,0.022,0.196,0.014,1.517e4
1.67,132.494,552.509,162.034,163.433,99.607,102.984,-14.077,5.256,15.027,290.474,21.339,26.16,47.965,-81.874,2.523,0,1.891,1.387,77.835,337.052,1.148e5,5.322e4,233.418,0.867,9.807,423.699,350.378,3.608,1.315e4,11.675,234.168,0.449,0.301,0.016,0.132,0.457,0.643,2.319,-4.419e-4,0,0,0,0,0.001,11.498,10,17.067,972.268,0.001,341.642,0.482,5.863e7,20.32,324.293,0.022,0.197,0.015,1.559e4
1.691,136.033,556.048,164.198,165.643,99.849,103.2,-14.438,5.555,15.469,291.046,21.828,26.085,47.965,-81.874,2.396,0,3.151,1.41,77.867,336.796,1.147e5,5.308e4,233.323,0.867,9.807,424.135,350.412,3.628,1.317e4,11.703,240.492,0.45,0.3,0.017,0.133,0.457,0.609,2.206,2.664e-4,0,0,0,0,0.004,11.51,10,17.042,971.871,0.001,341.626,0.488,5.941e7,20.32,324.293,0.032,0.198,0.015,1.601e4
1.723,141.312,561.326,167.378,168.89,99.895,103.164,-14.974,6.015,16.137,291.887,22.551,25.763,47.965,-81.874,2.168,0,4.924,1.472,77.956,336.3,1.145e5,5.288e4,233.227,0.866,9.807,424.938,350.534,3.662,1.315e4,11.709,249.851,0.451,0.3,0.017,0.134,0.457,0.548,1.996,-1.274e-4,0,0,0,0,0.008,11.528,10,17.005,971.277,0.001,341.604,0.498,6.055e7,20.32,324.293,0.027,0.199,0.015,1.663e4
1.75,145.878,565.893,170.084,171.655,100.116,103.287,-15.437,6.426,16.721,292.6,23.167,25.398,47.965,-81.874,1.938,0,6.322,1.561,78.069,335.766,1.143e5,5.271e4,233.125,0.865,9.807,425.729,350.604,3.697,1.315e4,11.731,257.907,0.452,0.3,0.017,0.135,0.457,0.486,1.784,2.675e-4,0,0,0,0,0.013,11.544,10,16.973,970.764,0.001,341.584,0.506,6.152e7,20.32,324.293,0.022,0.201,0.015,1.717e4
1.773,149.718,569.733,172.331,173.95,100.232,103.302,-15.826,6.779,17.216,293.187,23.676,24.998,47.965,-81.874,1.726,0,7.377,1.67,78.185,335.248,1.142e5,5.257e4,233.051,0.864,9.807,426.412,350.679,3.727,1.315e4,11.74,264.684,0.453,0.3,0.018,0.136,0.457,0.431,1.587,-2.74e-4,0,0,0,0,0.018,11.557,10,16.946,970.333,0.001,341.568,0.513,6.233e7,20.32,324.293,0.027,0.202,0.015,1.763e4
1.8,154.468,574.482,175.073,176.75,100.301,103.227,-16.306,7.225,17.835,293.897,24.292,24.404,47.965,-81.874,1.444,0,8.503,1.874,78.353,334.527,1.14e5,5.24e4,232.973,0.863,9.807,427.176,350.788,3.759,1.313e4,11.742,273.1,0.454,0.299,0.018,0.137,0.456,0.358,1.321,2.237e-4,0,0,0,0,0.023,11.573,10,16.912,969.799,0.001,341.548,0.521,6.331e7,20.32,324.293,0.02,0.203,0.016,1.819e4
1.82,158.014,578.029,177.094,178.814,100.4,103.211,-16.665,7.564,18.301,294.413,24.741,23.923,47.965,-81.874,1.224,0,9.193,2.104,78.492,333.936,1.139e5,5.227e4,232.911,0.862,9.807,427.573,350.859,3.775,1.312e4,11.748,279.432,0.454,0.299,0.018,0.137,0.456,0.302,1.112,4.124e-4,0,0,0,0,0.026,11.585,10,16.887,969.401,0.001,341.533,0.527,6.403e7,20.32,324.293,0.027,0.204,0.016,1.861e4
1.847,162.851,582.865,179.82,181.596,100.751,103.401,-17.154,8.035,18.943,295.098,25.337,23.26,47.965,-81.874,0.916,0,9.879,2.62,78.696,333.068,1.137e5,5.21e4,232.798,0.862,9.807,427.54,350.909,3.771,1.314e4,11.777,288.184,0.455,0.299,0.018,0.138,0.457,0.225,0.817,-3.041e-4,0,0,0,0,0.029,11.602,10,16.853,968.858,0.001,341.512,0.535,6.5e7,20.32,324.293,0.022,0.205,0.016,1.919e4
1.869,166.817,586.832,182.031,183.852,100.954,103.468,-17.555,8.427,19.473,295.642,25.812,22.671,47.965,-81.874,0.663,0,10.13,3.409,78.872,332.311,1.136e5,5.196e4,232.717,0.861,9.807,426.381,350.967,3.711,1.314e4,11.793,295.491,0.456,0.299,0.019,0.139,0.457,0.162,0.572,9.665e-5,0,0,0,0,0.03,11.616,10,16.825,968.412,0.001,341.495,0.542,6.579e7,20.32,324.293,0.022,0.206,0.016,1.966e4
1.891,170.879,590.893,184.271,186.136,101.087,103.462,-17.966,8.833,20.02,296.182,26.284,22.041,47.965,-81.874,0.413,0,9.717,5.136,79.057,331.502,1.135e5,5.182e4,232.646,0.86,9.807,422.515,351.04,3.518,1.313e4,11.801,303.108,0.457,0.298,0.019,0.14,0.458,0.102,0.332,-1.436e-4,0,0,0,0,0.027,11.63,10,16.797,967.956,0.001,341.478,0.549,6.659e7,20.32,324.293,0.032,0.206,0.016,2.015e4
