# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²),MaxQ (kg / ( m* s^2 ))
46.722,2.042e4,2.084e4,183.447,206.561,-10.163,10.166,-2901.831,4296.003,5184.233,325.962,94.946,0.213,48.004,-81.912,0.008,3.795e-6,0.529,-0.843,63.39,323.509,6.215e4,517.095,178.083,0.595,9.745,445.398,327.962,5.779,0,0,29.47,0.539,0.352,0.028,0.16,0.539,0.002,0.01,-2.193e-4,0,0,0,0,6.679e-5,3.961,184.587,-55.664,49.966,8.004e-5,297.567,0.69,6.261e6,20.32,324.293,0.05,0.903,0.012,1707.455
46.772,2.043e4,2.085e4,182.939,206.105,-10.16,10.163,-2904.548,4299.896,5188.979,325.961,94.935,0.212,48.004,-81.912,0.01,3.795e-6,0.389,-0.917,63.341,323.493,6.215e4,517.095,178.083,0.595,9.745,450.589,327.962,6.035,0,0,29.283,0.539,0.352,0.028,0.16,0.539,0.002,0.014,7.299e-5,0,0,0,0,3.629e-5,4.005,184.31,-55.654,49.893,7.992e-5,297.572,0.688,6.237e6,20.32,324.293,0.05,0.904,0.012,1697.374
46.822,2.043e4,2.085e4,182.431,205.65,-10.157,10.16,-2907.264,4303.789,5193.725,325.96,94.925,0.211,48.004,-81.912,0.013,3.795e-6,0.322,-0.944,63.291,323.477,6.215e4,517.095,178.083,0.595,9.745,452.547,327.962,6.131,0,0,29.098,0.539,0.352,0.028,0.159,0.539,0.003,0.018,4.075e-4,0,0,0,0,2.499e-5,4.048,184.039,-55.645,49.821,7.98e-5,297.578,0.686,6.212e6,20.32,324.293,0.05,0.904,0.012,1687.346
46.872,2.044e4,2.086e4,181.923,205.195,-10.155,10.157,-2909.98,4307.681,5198.471,325.96,94.914,0.21,48.004,-81.913,0.016,3.795e-6,0.294,-0.954,63.242,323.462,6.215e4,517.095,178.083,0.595,9.745,453.275,327.962,6.167,0,0,28.914,0.539,0.353,0.027,0.159,0.539,0.004,0.023,-3.778e-4,0,0,0,0,2.091e-5,4.091,183.775,-55.636,49.748,7.968e-5,297.583,0.685,6.188e6,20.32,324.293,0.05,0.904,0.012,1677.371
46.922,2.045e4,2.087e4,181.416,204.74,-10.152,10.154,-2912.696,4311.572,5203.216,325.959,94.904,0.21,48.004,-81.913,0.019,3.795e-6,0.288,-0.957,63.192,323.448,6.215e4,517.095,178.083,0.595,9.745,453.449,327.962,6.176,0,0,28.732,0.539,0.353,0.027,0.159,0.539,0.004,0.026,7.416e-5,0,0,0,0,2.018e-5,4.135,183.517,-55.627,49.676,7.956e-5,297.589,0.683,6.164e6,20.32,324.293,0.05,0.904,0.012,1667.448
46.972,2.046e4,2.088e4,180.908,204.285,-10.149,10.151,-2915.411,4315.463,5207.96,325.958,94.893,0.209,48.004,-81.913,0.021,3.795e-6,0.296,-0.956,63.143,323.434,6.215e4,517.095,178.083,0.595,9.745,453.315,327.962,6.169,0,0,28.55,0.539,0.353,0.027,0.159,0.539,0.005,0.03,3.434e-4,0,0,0,0,2.144e-5,4.178,183.266,-55.618,49.604,7.944e-5,297.594,0.681,6.141e6,20.32,324.293,0.05,0.905,0.012,1657.577
47.022,2.047e4,2.089e4,180.401,203.831,-10.146,10.148,-2918.126,4319.354,5212.704,325.957,94.883,0.208,48.004,-81.913,0.024,3.795e-6,0.314,-0.952,63.093,323.42,6.215e4,517.095,178.083,0.595,9.745,452.967,327.962,6.152,0,0,28.369,0.539,0.354,0.027,0.158,0.539,0.005,0.034,-1.263e-4,0,0,0,0,2.42e-5,4.221,183.02,-55.609,49.532,7.932e-5,297.6,0.68,6.117e6,20.32,324.293,0.05,0.905,0.012,1647.758
47.072,2.048e4,2.09e4,179.894,203.378,-10.143,10.145,-2920.841,4323.244,5217.447,325.957,94.872,0.207,48.004,-81.913,0.026,3.795e-6,0.339,-0.946,63.043,323.407,6.215e4,517.095,178.083,0.595,9.745,452.443,327.962,6.126,0,0,28.19,0.539,0.354,0.027,0.158,0.539,0.006,0.037,-2.598e-4,0,0,0,0,2.833e-5,4.264,182.779,-55.6,49.46,7.92e-5,297.605,0.678,6.093e6,20.32,324.293,0.05,0.905,0.012,1637.991
47.122,2.049e4,2.091e4,179.387,202.924,-10.14,10.142,-2923.556,4327.134,5222.19,325.956,94.862,0.207,48.004,-81.913,0.028,3.795e-6,0.37,-0.937,62.993,323.395,6.215e4,517.095,178.083,0.595,9.745,451.754,327.962,6.092,0,0,28.011,0.539,0.354,0.027,0.158,0.539,0.006,0.039,-1.349e-5,0,0,0,0,3.381e-5,4.307,182.545,-55.591,49.389,7.908e-5,297.611,0.677,6.069e6,20.32,324.293,0.05,0.905,0.012,1628.276
47.172,2.05e4,2.092e4,178.88,202.472,-10.137,10.139,-2926.27,4331.024,5226.932,325.955,94.852,0.206,48.004,-81.913,0.03,3.795e-6,0.404,-0.925,62.943,323.383,6.215e4,517.095,178.083,0.595,9.745,450.9,327.962,6.05,0,0,27.834,0.539,0.354,0.027,0.158,0.539,0.007,0.042,2.218e-4,0,0,0,0,4.07e-5,4.35,182.315,-55.582,49.318,7.897e-5,297.616,0.675,6.046e6,20.32,324.293,0.05,0.906,0.012,1618.612
47.222,2.051e4,2.093e4,178.373,202.019,-10.134,10.136,-2928.984,4334.912,5231.674,325.954,94.841,0.206,48.004,-81.913,0.032,3.795e-6,0.443,-0.911,62.893,323.372,6.215e4,517.095,178.083,0.595,9.745,449.876,327.962,6,0,0,27.658,0.539,0.355,0.026,0.157,0.539,0.007,0.044,4.193e-4,0,0,0,0,4.911e-5,4.393,182.091,-55.573,49.246,7.885e-5,297.622,0.673,6.023e6,20.32,324.293,0.05,0.906,0.012,1608.998
47.272,2.052e4,2.094e4,177.866,201.567,-10.131,10.133,-2931.698,4338.801,5236.415,325.953,94.831,0.205,48.004,-81.913,0.033,3.795e-6,0.485,-0.893,62.842,323.362,6.215e4,517.095,178.083,0.595,9.745,448.678,327.962,5.941,0,0,27.483,0.539,0.355,0.026,0.157,0.539,0.008,0.045,1.089e-4,0,0,0,0,5.91e-5,4.436,181.871,-55.564,49.176,7.873e-5,297.627,0.672,5.999e6,20.32,324.293,0.05,0.906,0.012,1599.436
47.322,2.052e4,2.094e4,177.36,201.116,-10.128,10.131,-2934.411,4342.689,5241.156,325.953,94.821,0.204,48.004,-81.913,0.034,3.795e-6,0.53,-0.872,62.792,323.353,6.215e4,517.095,178.083,0.595,9.745,447.3,327.962,5.873,0,0,27.308,0.538,0.355,0.026,0.157,0.538,0.008,0.047,4.03e-4,0,0,0,0,7.078e-5,4.479,181.657,-55.555,49.105,7.862e-5,297.632,0.67,5.976e6,20.32,324.293,0.05,0.907,0.012,1589.924
47.372,2.053e4,2.095e4,176.853,200.664,-10.126,10.128,-2937.124,4346.577,5245.896,325.952,94.811,0.204,48.004,-81.913,0.036,3.795e-6,0.576,-0.847,62.741,323.344,6.215e4,517.095,178.083,0.595,9.745,445.74,327.962,5.796,0,0,27.135,0.538,0.356,0.026,0.157,0.538,0.008,0.048,-4.503e-4,0,0,0,0,8.421e-5,4.522,181.447,-55.547,49.035,7.85e-5,297.638,0.669,5.953e6,20.32,324.293,0.05,0.907,0.012,1580.463
47.422,2.054e4,2.096e4,176.347,200.214,-10.123,10.125,-2939.837,4350.464,5250.636,325.951,94.801,0.203,48.004,-81.913,0.037,3.795e-6,0.625,-0.818,62.689,323.336,6.215e4,517.095,178.083,0.595,9.745,443.997,327.962,5.71,0,0,26.963,0.538,0.356,0.026,0.156,0.538,0.009,0.049,-4.819e-5,0,0,0,0,9.943e-5,4.564,181.241,-55.538,48.964,7.839e-5,297.643,0.667,5.93e6,20.32,324.293,0.05,0.908,0.012,1571.052
47.472,2.055e4,2.097e4,175.841,199.763,-10.12,10.122,-2942.55,4354.351,5255.375,325.95,94.79,0.203,48.005,-81.913,0.037,3.795e-6,0.674,-0.784,62.638,323.329,6.215e4,517.095,178.083,0.595,9.745,442.08,327.962,5.616,0,0,26.792,0.538,0.356,0.026,0.156,0.538,0.009,0.05,-1.539e-4,0,0,0,0,1.164e-4,4.607,181.04,-55.529,48.894,7.827e-5,297.648,0.665,5.907e6,20.32,324.293,0.05,0.908,0.012,1561.69
47.522,2.056e4,2.098e4,175.335,199.313,-10.117,10.119,-2945.262,4358.237,5260.114,325.949,94.78,0.202,48.005,-81.913,0.038,3.795e-6,0.724,-0.745,62.586,323.322,6.215e4,517.095,178.083,0.595,9.745,440.01,327.962,5.514,0,0,26.622,0.538,0.357,0.026,0.156,0.538,0.009,0.05,8.162e-5,0,0,0,0,1.35e-4,4.649,180.843,-55.52,48.824,7.815e-5,297.654,0.664,5.884e6,20.32,324.293,0.05,0.908,0.012,1552.379
47.572,2.057e4,2.099e4,174.829,198.864,-10.114,10.116,-2947.974,4362.123,5264.852,325.949,94.77,0.202,48.005,-81.913,0.039,3.795e-6,0.774,-0.702,62.534,323.316,6.215e4,517.095,178.083,0.595,9.745,437.812,327.962,5.406,0,0,26.453,0.538,0.357,0.026,0.156,0.538,0.009,0.051,-3.099e-4,0,0,0,0,1.55e-4,4.692,180.651,-55.511,48.755,7.804e-5,297.659,0.662,5.861e6,20.32,324.293,0.05,0.909,0.012,1543.117
47.622,2.058e4,2.1e4,174.324,198.414,-10.112,10.114,-2950.686,4366.008,5269.59,325.948,94.76,0.201,48.005,-81.913,0.039,3.795e-6,0.824,-0.654,62.482,323.31,6.215e4,517.095,178.083,0.595,9.745,435.524,327.962,5.293,0,0,26.286,0.538,0.357,0.025,0.155,0.538,0.01,0.05,1.892e-4,0,0,0,0,1.762e-4,4.734,180.462,-55.503,48.685,7.793e-5,297.664,0.661,5.838e6,20.32,324.293,0.05,0.909,0.012,1533.904
47.672,2.059e4,2.101e4,173.818,197.966,-10.109,10.111,-2953.398,4369.894,5274.327,325.947,94.75,0.2,48.005,-81.913,0.04,3.795e-6,0.871,-0.6,62.429,323.306,6.215e4,517.095,178.083,0.595,9.745,433.196,327.962,5.179,0,0,26.12,0.538,0.358,0.025,0.155,0.538,0.01,0.05,-1.898e-4,0,0,0,0,1.98e-4,4.777,180.277,-55.494,48.62,7.782e-5,297.67,0.659,5.816e6,20.32,324.293,0.05,0.909,0.012,1524.857
47.722,2.059e4,2.101e4,173.313,197.517,-10.106,10.108,-2956.109,4373.778,5279.064,325.946,94.74,0.2,48.005,-81.913,0.041,3.795e-6,0.916,-0.542,62.376,323.301,6.215e4,517.095,178.083,0.595,9.745,430.882,327.962,5.065,0,0,25.957,0.538,0.358,0.025,0.155,0.538,0.01,0.05,9.131e-5,0,0,0,0,2.201e-4,4.819,180.096,-55.485,48.556,7.771e-5,297.675,0.657,5.794e6,20.32,324.293,0.05,0.91,0.012,1515.909
47.772,2.06e4,2.102e4,172.808,197.069,-10.103,10.105,-2958.82,4377.662,5283.8,325.946,94.73,0.199,48.005,-81.913,0.041,3.795e-6,0.958,-0.48,62.323,323.297,6.215e4,517.095,178.083,0.595,9.744,428.643,327.962,4.955,0,0,25.795,0.538,0.358,0.025,0.155,0.538,0.01,0.05,-4.717e-4,0,0,0,0,2.419e-4,4.861,179.919,-55.477,48.493,7.761e-5,297.68,0.656,5.772e6,20.32,324.293,0.05,0.91,0.012,1507.007
47.822,2.061e4,2.103e4,172.302,196.622,-10.101,10.103,-2961.531,4381.546,5288.536,325.945,94.72,0.199,48.005,-81.913,0.042,3.795e-6,0.996,-0.414,62.269,323.293,6.215e4,517.095,178.083,0.595,9.744,426.539,327.962,4.851,0,0,25.633,0.538,0.359,0.025,0.154,0.538,0.01,0.051,2.237e-4,0,0,0,0,2.627e-4,4.903,179.745,-55.468,48.429,7.75e-5,297.685,0.654,5.75e6,20.32,324.293,0.05,0.91,0.012,1498.152
47.872,2.062e4,2.104e4,171.797,196.174,-10.098,10.1,-2964.241,4385.43,5293.271,325.944,94.71,0.198,48.005,-81.913,0.043,3.795e-6,1.03,-0.345,62.215,323.29,6.215e4,517.095,178.083,0.595,9.744,424.623,327.962,4.757,0,0,25.473,0.538,0.359,0.025,0.154,0.538,0.011,0.05,-2.739e-4,0,0,0,0,2.82e-4,4.945,179.575,-55.459,48.366,7.74e-5,297.691,0.653,5.728e6,20.32,324.293,0.05,0.91,0.011,1489.343
47.922,2.063e4,2.105e4,171.293,195.728,-10.096,10.097,-2966.951,4389.313,5298.006,325.943,94.7,0.197,48.005,-81.913,0.043,3.795e-6,1.058,-0.275,62.16,323.287,6.215e4,517.095,178.083,0.595,9.744,422.939,327.962,4.674,0,0,25.313,0.538,0.359,0.025,0.154,0.538,0.011,0.051,-4.992e-4,0,0,0,0,2.993e-4,4.987,179.408,-55.451,48.303,7.73e-5,297.696,0.651,5.706e6,20.32,324.293,0.05,0.911,0.011,1480.579
47.972,2.064e4,2.106e4,170.788,195.281,-10.093,10.095,-2969.661,4393.195,5302.74,325.943,94.691,0.197,48.005,-81.913,0.044,3.795e-6,1.082,-0.205,62.106,323.284,6.215e4,517.095,178.083,0.595,9.744,421.514,327.962,4.604,0,0,25.155,0.538,0.359,0.025,0.154,0.538,0.011,0.052,-2.772e-4,0,0,0,0,3.144e-4,5.029,179.244,-55.442,48.24,7.719e-5,297.701,0.649,5.685e6,20.32,324.293,0.05,0.911,0.011,1471.862
48.022,2.065e4,2.107e4,170.283,194.835,-10.09,10.092,-2972.371,4397.077,5307.474,325.942,94.681,0.196,48.005,-81.913,0.045,3.795e-6,1.101,-0.135,62.05,323.281,6.215e4,517.095,178.083,0.595,9.744,420.362,327.962,4.547,0,0,24.997,0.538,0.36,0.025,0.153,0.538,0.012,0.052,3.35e-4,0,0,0,0,3.27e-4,5.071,179.083,-55.434,48.178,7.709e-5,297.706,0.648,5.663e6,20.32,324.293,0.05,0.911,0.011,1463.19
48.072,2.065e4,2.107e4,169.779,194.39,-10.088,10.09,-2975.08,4400.959,5312.207,325.941,94.671,0.196,48.005,-81.913,0.046,3.795e-6,1.115,-0.066,61.995,323.278,6.215e4,517.095,178.083,0.595,9.744,419.485,327.962,4.504,0,0,24.841,0.538,0.36,0.024,0.153,0.538,0.012,0.053,-4.387e-4,0,0,0,0,3.372e-4,5.113,178.926,-55.425,48.115,7.699e-5,297.711,0.646,5.642e6,20.32,324.293,0.05,0.912,0.011,1454.563
48.122,2.066e4,2.108e4,169.275,193.945,-10.085,10.087,-2977.79,4404.84,5316.94,325.94,94.661,0.195,48.005,-81.913,0.047,3.795e-6,1.125,7.736e-4,61.939,323.276,6.215e4,517.095,178.083,0.595,9.744,418.869,327.962,4.474,0,0,24.686,0.538,0.36,0.024,0.153,0.538,0.012,0.054,3.167e-4,0,0,0,0,3.449e-4,5.155,178.771,-55.417,48.053,7.688e-5,297.716,0.645,5.62e6,20.32,324.293,0.05,0.912,0.011,1445.982
48.172,2.067e4,2.109e4,168.77,193.5,-10.083,10.085,-2980.498,4408.721,5321.672,325.939,94.652,0.194,48.005,-81.913,0.049,3.795e-6,1.131,0.064,61.882,323.273,6.215e4,517.095,178.083,0.595,9.744,418.491,327.962,4.455,0,0,24.531,0.538,0.361,0.024,0.153,0.538,0.012,0.056,2.063e-4,0,0,0,0,3.505e-4,5.196,178.62,-55.408,47.991,7.678e-5,297.721,0.643,5.599e6,20.32,324.293,0.05,0.912,0.011,1437.446
48.222,2.068e4,2.11e4,168.266,193.056,-10.08,10.082,-2983.207,4412.602,5326.404,325.939,94.642,0.193,48.005,-81.914,0.05,3.795e-6,1.134,0.125,61.825,323.27,6.215e4,517.095,178.083,0.595,9.744,418.32,327.962,4.447,0,0,24.377,0.538,0.361,0.024,0.152,0.538,0.013,0.057,5.39e-5,0,0,0,0,3.543e-4,5.238,178.471,-55.4,47.929,7.668e-5,297.727,0.641,5.578e6,20.32,324.293,0.05,0.912,0.011,1428.954
48.272,2.069e4,2.111e4,167.762,192.612,-10.078,10.08,-2985.915,4416.482,5331.135,325.938,94.632,0.193,48.005,-81.914,0.051,3.795e-6,1.135,0.181,61.768,323.268,6.215e4,517.095,178.083,0.595,9.744,418.323,327.962,4.447,0,0,24.224,0.538,0.361,0.024,0.152,0.538,0.013,0.058,1.515e-4,0,0,0,0,3.566e-4,5.279,178.325,-55.391,47.868,7.658e-5,297.732,0.64,5.556e6,20.32,324.293,0.05,0.913,0.011,1420.507
48.322,2.07e4,2.112e4,167.258,192.169,-10.076,10.077,-2988.623,4420.362,5335.866,325.937,94.623,0.192,48.005,-81.914,0.052,3.795e-6,1.134,0.233,61.711,323.265,6.215e4,517.095,178.083,0.595,9.744,418.467,327.962,4.454,0,0,24.073,0.538,0.362,0.024,0.152,0.538,0.013,0.06,-3.276e-4,0,0,0,0,3.577e-4,5.32,178.182,-55.383,47.806,7.648e-5,297.737,0.638,5.535e6,20.32,324.293,0.05,0.913,0.011,1412.104
48.372,2.071e4,2.113e4,166.755,191.726,-10.073,10.075,-2991.331,4424.241,5340.597,325.936,94.613,0.191,48.005,-81.914,0.054,3.795e-6,1.132,0.282,61.652,323.261,6.215e4,517.095,178.083,0.595,9.744,418.72,327.962,4.466,0,0,23.922,0.538,0.362,0.024,0.152,0.538,0.014,0.061,-6.293e-5,0,0,0,0,3.581e-4,5.361,178.042,-55.375,47.745,7.638e-5,297.742,0.637,5.514e6,20.32,324.293,0.05,0.913,0.011,1403.746
48.422,2.071e4,2.113e4,166.251,191.283,-10.071,10.073,-2994.039,4428.12,5345.326,325.936,94.603,0.19,48.005,-81.914,0.055,3.795e-6,1.129,0.326,61.594,323.258,6.215e4,517.095,178.083,0.595,9.744,419.053,327.962,4.483,0,0,23.771,0.537,0.362,0.024,0.152,0.537,0.014,0.063,4.758e-4,0,0,0,0,3.58e-4,5.402,177.904,-55.366,47.684,7.628e-5,297.747,0.635,5.493e6,20.32,324.293,0.05,0.914,0.011,1395.431
48.472,2.072e4,2.114e4,165.748,190.841,-10.068,10.07,-2996.746,4431.999,5350.056,325.935,94.594,0.19,48.005,-81.914,0.056,3.795e-6,1.126,0.367,61.535,323.254,6.215e4,517.095,178.083,0.595,9.744,419.44,327.962,4.502,0,0,23.622,0.537,0.363,0.024,0.151,0.537,0.014,0.063,7.738e-5,0,0,0,0,3.576e-4,5.444,177.768,-55.358,47.623,7.618e-5,297.752,0.634,5.472e6,20.32,324.293,0.05,0.914,0.011,1387.161
48.522,2.073e4,2.115e4,165.244,190.399,-10.066,10.068,-2999.453,4435.877,5354.785,325.934,94.584,0.189,48.005,-81.914,0.057,3.795e-6,1.122,0.404,61.476,323.25,6.215e4,517.095,178.083,0.595,9.744,419.858,327.962,4.522,0,0,23.474,0.537,0.363,0.023,0.151,0.537,0.014,0.065,2.662e-4,0,0,0,0,3.572e-4,5.484,177.635,-55.35,47.562,7.608e-5,297.757,0.632,5.451e6,20.32,324.293,0.05,0.914,0.011,1378.934
48.572,2.074e4,2.116e4,164.741,189.958,-10.064,10.066,-3002.159,4439.755,5359.513,325.933,94.575,0.188,48.005,-81.914,0.058,3.795e-6,1.119,0.437,61.416,323.246,6.215e4,517.095,178.083,0.595,9.744,420.29,327.962,4.544,0,0,23.326,0.537,0.363,0.023,0.151,0.537,0.015,0.066,-1.008e-4,0,0,0,0,3.57e-4,5.525,177.504,-55.342,47.502,7.598e-5,297.762,0.63,5.431e6,20.32,324.293,0.05,0.915,0.011,1370.75
48.622,2.075e4,2.117e4,164.238,189.517,-10.062,10.063,-3004.866,4443.632,5364.241,325.933,94.566,0.187,48.005,-81.914,0.059,3.795e-6,1.117,0.467,61.355,323.241,6.215e4,517.095,178.083,0.595,9.744,420.72,327.962,4.565,0,0,23.18,0.537,0.364,0.023,0.151,0.537,0.015,0.068,-1.759e-4,0,0,0,0,3.572e-4,5.566,177.376,-55.333,47.441,7.588e-5,297.767,0.629,5.41e6,20.32,324.293,0.05,0.915,0.011,1362.61
48.672,2.075e4,2.117e4,163.735,189.077,-10.059,10.061,-3007.572,4447.509,5368.969,325.932,94.556,0.186,48.005,-81.914,0.059,3.795e-6,1.115,0.493,61.295,323.236,6.215e4,517.095,178.083,0.595,9.744,421.134,327.962,4.585,0,0,23.034,0.537,0.364,0.023,0.15,0.537,0.015,0.068,-2.104e-4,0,0,0,0,3.578e-4,5.607,177.25,-55.325,47.381,7.578e-5,297.772,0.627,5.389e6,20.32,324.293,0.05,0.915,0.011,1354.513
48.722,2.076e4,2.118e4,163.232,188.637,-10.057,10.059,-3010.278,4451.386,5373.696,325.931,94.547,0.186,48.005,-81.914,0.06,3.795e-6,1.114,0.516,61.234,323.231,6.215e4,517.095,178.083,0.595,9.744,421.522,327.962,4.604,0,0,22.889,0.537,0.364,0.023,0.15,0.537,0.015,0.069,4.989e-5,0,0,0,0,3.589e-4,5.647,177.126,-55.317,47.321,7.568e-5,297.777,0.626,5.369e6,20.32,324.293,0.05,0.915,0.011,1346.459
48.772,2.077e4,2.119e4,162.729,188.197,-10.055,10.057,-3012.984,4455.262,5378.422,325.93,94.538,0.185,48.005,-81.914,0.06,3.795e-6,1.114,0.536,61.172,323.225,6.215e4,517.095,178.083,0.595,9.744,421.874,327.962,4.622,0,0,22.745,0.537,0.364,0.023,0.15,0.537,0.015,0.07,3.543e-4,0,0,0,0,3.608e-4,5.688,177.004,-55.309,47.261,7.558e-5,297.782,0.624,5.348e6,20.32,324.293,0.05,0.916,0.011,1338.447
48.822,2.078e4,2.12e4,162.226,187.758,-10.053,10.054,-3015.689,4459.138,5383.149,325.93,94.529,0.184,48.005,-81.914,0.06,3.795e-6,1.115,0.553,61.11,323.218,6.215e4,517.095,178.083,0.595,9.744,422.184,327.962,4.637,0,0,22.602,0.537,0.365,0.023,0.15,0.537,0.015,0.07,2.638e-4,0,0,0,0,3.635e-4,5.728,176.884,-55.301,47.202,7.548e-5,297.787,0.623,5.328e6,20.32,324.293,0.05,0.916,0.011,1330.478
48.872,2.079e4,2.121e4,161.724,187.319,-10.051,10.052,-3018.394,4463.013,5387.874,325.929,94.519,0.183,48.006,-81.914,0.06,3.795e-6,1.118,0.568,61.048,323.212,6.215e4,517.095,178.083,0.595,9.744,422.444,327.962,4.65,0,0,22.46,0.537,0.365,0.023,0.15,0.537,0.015,0.07,-1.436e-5,0,0,0,0,3.67e-4,5.768,176.766,-55.293,47.142,7.538e-5,297.792,0.621,5.307e6,20.32,324.293,0.05,0.916,0.011,1322.552
48.922,2.08e4,2.122e4,161.221,186.881,-10.048,10.05,-3021.099,4466.888,5392.6,325.928,94.51,0.182,48.006,-81.914,0.06,3.795e-6,1.122,0.579,60.985,323.204,6.215e4,517.095,178.083,0.595,9.744,422.65,327.962,4.66,0,0,22.318,0.537,0.365,0.023,0.149,0.537,0.015,0.07,1.674e-4,0,0,0,0,3.714e-4,5.808,176.651,-55.285,47.083,7.529e-5,297.796,0.619,5.287e6,20.32,324.293,0.05,0.916,0.011,1314.667
48.972,2.08e4,2.122e4,160.719,186.443,-10.046,10.048,-3023.803,4470.763,5397.324,325.928,94.501,0.181,48.006,-81.914,0.06,3.795e-6,1.127,0.587,60.922,323.196,6.215e4,517.095,178.083,0.595,9.744,422.796,327.962,4.667,0,0,22.177,0.537,0.366,0.023,0.149,0.537,0.015,0.07,3.418e-4,0,0,0,0,3.768e-4,5.848,176.537,-55.277,47.024,7.519e-5,297.801,0.618,5.267e6,20.32,324.293,0.05,0.917,0.011,1306.825
49.022,2.081e4,2.123e4,160.217,186.006,-10.044,10.046,-3026.508,4474.638,5402.049,325.927,94.492,0.18,48.006,-81.914,0.059,3.795e-6,1.134,0.592,60.858,323.188,6.215e4,517.095,178.083,0.595,9.744,422.878,327.962,4.671,0,0,22.037,0.537,0.366,0.022,0.149,0.537,0.015,0.069,-3.542e-5,0,0,0,0,3.832e-4,5.888,176.425,-55.268,46.965,7.509e-5,297.806,0.616,5.247e6,20.32,324.293,0.05,0.917,0.011,1299.024
49.072,2.082e4,2.124e4,159.715,185.569,-10.042,10.044,-3029.212,4478.512,5406.772,325.926,94.483,0.18,48.006,-81.914,0.059,3.795e-6,1.142,0.593,60.794,323.179,6.215e4,517.095,178.083,0.595,9.744,422.894,327.962,4.672,0,0,21.898,0.537,0.366,0.022,0.149,0.537,0.015,0.068,2.351e-4,0,0,0,0,3.908e-4,5.928,176.315,-55.26,46.907,7.5e-5,297.811,0.615,5.227e6,20.32,324.293,0.05,0.917,0.011,1291.265
49.122,2.083e4,2.125e4,159.213,185.132,-10.04,10.042,-3031.915,4482.385,5411.496,325.925,94.474,0.179,48.006,-81.914,0.058,3.795e-6,1.152,0.592,60.73,323.17,6.215e4,517.095,178.083,0.595,9.744,422.838,327.962,4.669,0,0,21.76,0.537,0.367,0.022,0.148,0.537,0.014,0.067,1.429e-4,0,0,0,0,3.996e-4,5.968,176.207,-55.253,46.848,7.49e-5,297.816,0.613,5.207e6,20.32,324.293,0.05,0.918,0.011,1283.547
49.172,2.084e4,2.126e4,158.711,184.696,-10.038,10.04,-3034.619,4486.259,5416.219,325.925,94.465,0.178,48.006,-81.914,0.057,3.795e-6,1.163,0.586,60.665,323.161,6.215e4,517.095,178.083,0.595,9.744,422.709,327.962,4.663,0,0,21.623,0.537,0.367,0.022,0.148,0.537,0.014,0.067,4.307e-4,0,0,0,0,4.097e-4,6.007,176.1,-55.245,46.79,7.48e-5,297.821,0.612,5.187e6,20.32,324.293,0.05,0.918,0.011,1275.871
49.222,2.084e4,2.126e4,158.209,184.261,-10.036,10.037,-3037.322,4490.131,5420.941,325.924,94.456,0.177,48.006,-81.914,0.056,3.795e-6,1.177,0.577,60.6,323.151,6.215e4,517.095,178.083,0.595,9.744,422.504,327.962,4.653,0,0,21.486,0.537,0.367,0.022,0.148,0.537,0.014,0.064,4.149e-4,0,0,0,0,4.211e-4,6.047,175.996,-55.237,46.732,7.471e-5,297.825,0.61,5.167e6,20.32,324.293,0.05,0.918,0.011,1268.236
49.272,2.085e4,2.127e4,157.707,183.826,-10.034,10.035,-3040.025,4494.004,5425.663,325.923,94.448,0.176,48.006,-81.914,0.055,3.795e-6,1.191,0.564,60.534,323.14,6.215e4,517.095,178.083,0.595,9.744,422.223,327.962,4.639,0,0,21.35,0.537,0.368,0.022,0.148,0.537,0.014,0.063,-1.439e-4,0,0,0,0,4.34e-4,6.086,175.892,-55.229,46.674,7.461e-5,297.83,0.608,5.147e6,20.32,324.293,0.05,0.918,0.011,1260.641
